➜  ~ launchctl list
PID	Status	Label
-	0	com.apple.SafariHistoryServiceAgent
456	0	com.apple.Finder
-	0	com.apple.quicklook
-	0	com.apple.parentalcontrols.check
-	0	com.apple.mediaremoteagent
459	0	com.apple.FontWorker
463	0	com.apple.bird
-	0	com.apple.AssetCache.agent
-	0	com.apple.GameController.gamecontrolleragentd
-	0	com.apple.universalaccessAuthWarn
-	0	com.apple.UserPictureSyncAgent
490	0	com.apple.nsurlsessiond
-	0	com.apple.devicecheckd
856	0	com.apple.SafariBookmarksSyncAgent
-	0	com.apple.syncservices.uihandler
420	0	com.apple.iconservices.iconservicesagent
441	0	com.apple.diagnosticextensionsd
-	0	com.apple.cmio.LaunchCMIOUserExtensionsAgent
-	0	com.apple.LinkedNotesUIService
443	0	com.apple.ndoagent
-	0	com.apple.bookassetd
449	0	application.com.apple.Preview.<REMOVED>
-	0	com.apple.localizationswitcherd
534	0	com.apple.commerce
-	0	com.apple.installerauthagent
-	0	com.apple.languageassetd
-	0	com.apple.coordinated
758	0	application.com.apple.shortcuts.events.<REMOVED>
-	0	com.apple.xpc.otherbsd
-	0	com.apple.sysdiagnose_agent
653	0	com.apple.bluetoothuserd
-	0	com.apple.timezoneupdates.tznotify
654	0	com.apple.TextInputMenuAgent
-	0	com.apple.bluetoothUIServer
-	0	com.apple.accessibility.LiveTranscriptionAgent
400	0	com.apple.trustd.agent
-	0	com.apple.mdworker.mail
-	0	com.apple.appkit.xpc.ColorSampler
-	0	com.apple.AppSSOAgent.login
375	0	com.apple.cfprefsd.xpc.agent
-	0	com.apple.coreimportd
-	0	com.apple.TrustedPeersHelper
-	0	com.apple.cvmsCompAgent3600_arm64_1
-	0	com.apple.DataDetectorsLocalSources
-	0	com.apple.unmountassistant.useragent
525	0	com.apple.keyboardservicesd
642	0	com.apple.accessibility.axassetsd
-	0	com.apple.Safari.PasswordBreachAgent
481	0	com.apple.quicklook.ThumbnailsAgent
-	0	com.apple.csuseragent
387	0	com.apple.WindowManager.agent
395	0	com.apple.ContextStoreAgent
-	0	com.apple.AOSPushRelay
-	0	com.apple.accessibility.AXVisualSupportAgent
671	0	com.apple.xpc.loginitemregisterd
524	0	com.apple.applespell
-	0	com.apple.coreservices.UASharedPasteboardProgressUI
-	0	com.apple.warmd_agent
-	0	com.apple.dt.xcodepreviewsapp
-	0	com.apple.universalaccesscontrol
-	0	com.apple.findmymacmessenger
-	0	com.apple.FilesystemUI
-	0	com.apple.maps.destinationd
-	0	com.apple.pluginkit.pkreporter
-	0	com.apple.systemprofiler
-	0	com.apple.noticeboard.agent
-	0	com.apple.UserNotificationCenterAgent
444	0	com.apple.cmfsyncagent
-	0	com.apple.dt.CommandLineTools.installondemand
-	0	com.apple.ATS.FontValidator
505	0	com.apple.diagnostics_agent
-	0	com.apple.appleseed.seedusaged
-	0	com.apple.LocalAuthentication.UIAgent
393	0	com.apple.apfsuseragent
447	0	application.com.apple.AppStore.<REMOVED>
453	0	com.apple.controlcenter
-	0	com.openssh.ssh-agent
-	0	com.apple.atsd
-	0	com.apple.tonelibraryd
-	0	com.apple.CloudPhotosConfiguration
-	0	com.apple.security.KeychainStasher
381	0	com.apple.ctkd
-	0	com.apple.package-script-service
406	0	com.apple.secinitd
-	0	com.apple.speech.speechsynthesisd.x86_64
-	0	com.apple.contacts.donation-agent
-	0	com.apple.ServicesUIAgent
555	0	com.apple.synapse.contentlinkingd
664	0	com.apple.XprotectFramework.PluginService
-	0	com.apple.ctkbind
-	0	com.apple.alf.useragent
389	0	com.apple.tccd
-	0	com.apple.nexusd
422	0	com.apple.StatusKitAgent
-	0	com.apple.betaenrollmentd
466	0	com.apple.replayd
419	0	com.apple.coreservices.uiagent
-	0	com.apple.AccessibilityVisualsAgent
-	0	com.apple.installd.user
-	0	com.apple.akd
-	0	com.apple.storeaccountd
-	0	com.apple.PIPAgent
392	0	com.apple.cmio.ContinuityCaptureAgent
-	0	com.apple.mbfloagent
497	0	com.apple.printtool.agent
650	0	com.apple.askpermissiond
-	0	com.apple.USBAgent
-	0	com.apple.ssinvitationagent
-	0	com.apple.webinspectord
-	0	com.apple.avatarsd
-	0	com.apple.speech.synthesisserver
-	0	com.apple.storeuid
-	0	com.apple.rcd
-	0	com.apple.printuitool.agent
-	0	com.apple.NVMeAgent
-	0	com.apple.speech.speechdatainstallerd
-	0	com.apple.AOSHeartbeat
657	0	com.apple.CryptoTokenKit.ahp.agent
-	0	com.apple.SafariNotificationAgent
-	0	com.apple.coredatad
-	0	com.apple.appsleep
486	0	com.apple.coreservices.useractivityd
-	0	com.apple.screencaptureui.agent
-	0	com.apple.cvmsCompAgent3600_x86_64_1
-	0	com.apple.netauth.user.auth
-	0	com.apple.siri-distributed-evaluation
415	0	com.apple.ViewBridgeAuxiliary
-	0	com.apple.mbbackgrounduseragent
-	0	com.apple.cvmsCompAgent_x86_64
390	0	com.apple.lsd
-	0	com.apple.siri.context.service
383	0	com.apple.pluginkit.pkd
-	0	com.apple.security.XPCTimeStampingService
-	0	com.apple.webkit.webpushd
503	0	com.apple.cache_delete
-	0	com.apple.symptomsd-diag.agent
-	0	com.apple.accessibility.dfrhud
-	0	com.apple.CallHistorySyncHelper
665	0	com.apple.colorsync.useragent
-	0	com.apple.appleaccountd
-	0	com.apple.mlruntimed
452	0	com.apple.Dock.agent
410	0	com.apple.dmd
416	0	com.apple.AppSSOAgent
-	0	com.apple.mbuseragent
384	0	com.apple.UserEventAgent-Aqua
408	0	com.apple.identityservicesd
-	0	com.apple.DwellControl
-	0	com.apple.XProtect.agent.scan
-	0	com.apple.storekitagent
-	0	com.apple.security.DiskUnmountWatcher
-	0	com.apple.StorageManagement.Service
391	0	com.apple.SecureBackupDaemon
-	0	com.apple.security.agent
388	0	com.apple.backgroundtaskmanagement.agent
-	0	com.apple.cfnetwork.AuthBrokerAgent
509	0	com.apple.storedownloadd
-	0	com.apple.SpacesTouchBarAgent.app
465	0	com.apple.coreservices.sharedfilelistd
411	0	com.apple.pboard
-	0	com.apple.nowplayingtouchui
-	0	com.apple.MobileAccessoryUpdater.fudHelperAgent
-	0	com.apple.reversetemplated
-	0	com.apple.BTServer.le.agent
-	0	com.apple.AskPermissionUI
-	0	com.apple.thermaltrap
738	0	com.apple.SoftwareUpdateNotificationManager
-	0	com.apple.DistributionKit.DistributionHelper
-	0	com.apple.accounts.dom
-	0	com.apple.metadata.mdflagwriter
-	0	com.apple.DictionaryServiceHelper
-	0	com.apple.mdworker.shared
-	0	com.apple.mdworker.single.x86_64
-	0	com.apple.usermanagerhelper
-	0	com.apple.installandsetup.migrationhelper.user
398	0	com.apple.containermanagerd
-	0	com.apple.imdpersistence.IMDPersistenceAgent
-	0	com.apple.TrustEvaluationAgent
669	0	application.com.apple.systemevents.<REMOVED>
-	0	com.apple.preference.displays.MirrorDisplays
-	0	com.apple.IOUIAgent
496	0	com.apple.neagent.<REMOVED>
407	0	com.apple.accountsd
532	0	com.apple.cdpd
-	0	com.apple.KeyboardAccessAgent
-	0	com.apple.storelegacy
-	0	com.apple.OSDUIHelper
469	0	com.apple.audio.AudioComponentRegistrar
-	0	com.apple.AssetCacheLocatorService
-	0	com.apple.DiagnosticsReporter
-	0	com.apple.lockoutagent
471	0	com.apple.pbs
-	0	com.apple.calendar.CalendarAgentBookmarkMigrationService
405	0	com.apple.notificationcenterui.agent
488	0	com.apple.imklaunchagent
468	0	com.apple.mobiletimerd
-	0	com.apple.btsa
618	0	com.apple.icdd
-	0	com.apple.ckdiscretionaryd
-	0	com.apple.EscrowSecurityAlert
674	0	com.apple.MTLAssetUpgraderD
620	0	com.apple.ptpcamerad
499	0	com.apple.metadata.mdwrite
-	0	com.apple.loginwindow.LWWeeklyMessageTracer
-	0	com.apple.dt.previewsviewservice
-	0	com.apple.securityuploadd
-	0	com.apple.RapportUIAgent
-	0	com.apple.powerchime
-	0	com.apple.seserviced
-	0	com.apple.metrickitd
-	0	com.apple.storeassetd
-	0	com.apple.FontRegistryUIAgent
-	0	com.apple.RemoteManagementAgent
-	0	com.apple.sportsd
659	0	com.apple.TextInputSwitcher
-	0	com.apple.syncservices.SyncServer
455	0	com.apple.SystemUIServer.agent
-	0	com.apple.PackageUIKit.InstallStatus
402	0	com.apple.talagent
-	0	com.apple.navd
-	0	com.apple.RemoteDesktop.agent
515	0	com.apple.amsaccountsd
-	0	com.apple.VoiceOver
-	0	com.apple.AssistiveControl
-	0	com.apple.mdworker.single.arm64
467	0	com.apple.FileProvider
399	0	com.apple.secd
414	0	com.apple.hiservices-xpcservice
-	0	com.apple.BKAgentService
-	0	com.apple.cvmsCompAgent_x86_64_1
-	0	com.apple.FollowUpUI
-	0	com.apple.corespotlightservice
751	0	com.apple.uikitsystemapp
-	0	com.apple.controlstrip
-	0	com.apple.DiskArbitrationAgent
-	0	com.apple.assessmentagent
-	0	com.apple.exchange.exchangesyncd
-	0	com.apple.testmanagerd
-	0	com.apple.dt.AutomationModeUI
493	0	com.apple.scopedbookmarksagent.xpc
492	0	com.apple.ReportCrash
-	0	com.apple.keychainsharingmessagingd
-	0	com.apple.email.maild
429	0	application.com.apple.TextEdit.<REMOVED>
401	0	com.apple.donotdisturbd
-	0	com.apple.menuextra.battery.helper
-	0	com.apple.appleseed.seedusaged.postinstall
-	0	com.apple.voicememod
-	0	com.apple.STMUIHelper
-	0	com.apple.midiserver
-	0	com.apple.mobiledeviceupdater
-	0	com.apple.quicklook.ui.helper
396	0	com.apple.wifi.WiFiAgent
-	0	com.apple.diskspaced
-	0	com.apple.DictationIM
-	0	com.apple.mdmclient.agent
-	0	com.apple.iCloudHelper
-	0	com.apple.CharacterPicker.FileService
-	0	com.apple.cvmsCompAgent3425AMD_x86_64
-	0	com.apple.gamecontroller.ConfigService
-	0	com.apple.security.XPCKeychainSandboxCheck
413	0	com.apple.CoreAuthentication.agent
639	0	com.apple.accessibility.heard
640	0	com.apple.corespeechd
-	0	com.apple.AMPSystemPlayerAgent
-	0	com.apple.scrod
439	0	com.apple.spindump_agent
-	0	com.apple.AquaAppearanceHelper
-	0	com.apple.AuthenticationServicesCore.AuthenticationServicesAgent
-	0	com.apple.cvmsCompAgent_arm64
-	0	com.apple.bookdatastored
530	0	com.apple.security.keychain-circle-notification
-	0	com.apple.appstorecomponentsd
-	0	com.apple.XProtect.agent.scan.startup
-	0	com.apple.AirPortBaseStationAgent
-	0	com.apple.proactived
675	0	com.apple.linkd
-	0	com.apple.neagent
547	0	com.apple.SafariLaunchAgent
-	0	com.apple.idsfoundation.IDSRemoteURLConnectionAgent
-	0	com.apple.recentsd
394	0	com.apple.usernoted
-	0	com.apple.Safari.History
-	0	com.apple.translationd
-	0	com.apple.ScreenReaderUIServer
610	0	com.apple.swcd
445	0	application.com.apple.systempreferences.<REMOVED>
-	0	com.apple.backgroundassets.user
-	0	com.apple.cvmsCompAgent_arm64_1
-	0	com.apple.dt.previewsd
-	0	com.apple.shazamd
537	0	com.apple.corespotlightd
528	0	com.apple.naturallanguaged
-	0	com.apple.netauth.user.gui
-	0	com.apple.watchlistd
454	0	com.apple.xtyped
-	0	com.apple.TMHelperAgent
506	0	com.apple.appstoreagent
-	0	com.apple.AMPDevicesAgent
-	0	com.apple.accessibility.mediaaccessibilityd
-	0	com.apple.cvmsCompAgent3425AMD_x86_64_1
-	0	com.apple.mdworker.sizing
-	0	com.apple.SpeechRecognitionCore.brokerd
740	0	com.apple.metadata.mdbulkimport
-	0	com.apple.iokit.IOServiceAuthorizeAgent
616	0	com.apple.cvmsCompAgent3600_arm64
397	0	com.apple.carboncore.csnameddata
-	0	com.apple.cvmsCompAgent3600_x86_64
-	0	com.apple.speech.speechsynthesisd.arm64
-	0	com.apple.CoreRoutine.helperservice
374	0	com.apple.distnoted.xpc.agent
-	78	com.apple.geod
